Artist,Title,Price,Low Estimate,High Estimate,Signature,Dummy Signature,Height,Width,Depth,Edition,Year Created,Medium,Medium_new,Medium_Method_Category,Auction Lot,Auction Date,Auction Year,Auction House
Francis Newton Souza,Untitled,-not sold-,37880,53040,Signed and Dated,1,59.4,44,,,1975,Acrylic / Canvas,Painting,Acrylic,44,9/08/2016,2016,Saffron Art
Maqbool Fida Husain,Untitled,-not sold-,113640,128790,Signed and Dated,1,121.5,60.5,,,1965,Oil / Canvas,Painting,Oil,45,9/08/2016,2016,Saffron Art
Jehangir Sabavala,Untitled,100000,45460,60610,Signed and Dated,1,53.1,43.9,,,1949,Oil / Canvas,Painting,Oil,46,9/08/2016,2016,Saffron Art
Jehangir Sabavala,The Long Dark Land,-not sold-,303040,378790,Signed Lower Left,1,75,125.5,,,1971,Oil / Canvas,Painting,Oil,47,9/08/2016,2016,Saffron Art
Vasudeo S Gaitonde,Untitled,1534090,1515160,2272730,Signed and Dated,1,152.1,88.3,,,1970,Oil / Canvas,Painting,Oil,48,9/08/2016,2016,Saffron Art
Maqbool Fida Husain,Dreams,672730,454550,757580,Signed Lower Left,1,107.9,217.1,,,1979,Acrylic / Canvas,Painting,Acrylic,49,9/08/2016,2016,Saffron Art
Syed Haider Raza,La Terre,581820,568190,681820,Signed Lower Right,1,120,120,,,1986,Acrylic / Canvas,Painting,Acrylic,50,9/08/2016,2016,Saffron Art
Syed Haider Raza,Kundalini,-not sold-,303040,454550,Signed and Dated,1,120,120,,,1996,Acrylic / Canvas,Painting,Acrylic,51,9/08/2016,2016,Saffron Art
Francis Newton Souza,Untitled,-not sold-,181820,272730,Signed and Dated,1,98.5,70.6,,,1963,Oil / Canvas,Painting,Oil,52,9/08/2016,2016,Saffron Art
Francis Newton Souza,Untitled,27270,27280,36370,Signed Lower Right,1,55,36.2,,,1950,Acrylic / Paper,Works on Paper,Acrylic,53,9/08/2016,2016,Saffron Art
Akbar Padamsee,Untitled,63640,53040,68190,Signed Lower Right,1,90.7,60.3,,,2003,Oil / Canvas,Painting,Oil,54,9/08/2016,2016,Saffron Art
Jamini Roy,Untitled,23640,22730,30310,Unavailable,0,82.5,45.5,,,N/A,Tempera / Cloth,Painting,Tempera,55,9/08/2016,2016,Saffron Art
Jamini Roy,Untitled (Chaitanya),-not sold-,22730,30310,Signed,1,37,80,,,N/A,Tempera / Card,Painting,Tempera,56,9/08/2016,2016,Saffron Art
Jamini Roy,Untitled,19090,15160,22730,Signed Initials,1,12.7,33.6,,,N/A,Tempera / Cardboard,Painting,Tempera,57,9/08/2016,2016,Saffron Art
Ram Gopal Vijaivargiya,Untitled,27270,22730,30310,Signed Lower Right,1,110,62,,,N/A,Watercolor / Paper,Works on Paper,Watercolor,58,9/08/2016,2016,Saffron Art
Nandalal Bose,Untitled (Prepatory Drawing for Mahishasura Mardini),-not sold-,90910,121220,Unavailable,0,105.9,64,,,N/A,Gouache and graphite / Paper,Works on Paper,Gouache,59,9/08/2016,2016,Saffron Art
Gaganendranath Tagore,Untitled,21820,22730,30310,Unavailable,0,20.3,17.8,,,N/A,Watercolor / Card,Works on Paper,Watercolor,60,9/08/2016,2016,Saffron Art
Gaganendranath Tagore,Ruben's Sketch Book,272730,227280,303040,Signed Initials,1,18.4,26.5,,,N/A,Pencil / Paper,Works on Paper,Pencil,61,9/08/2016,2016,Saffron Art
Francis Newton Souza,Untitled,50910,42430,57580,Signed and Dated,1,74.3,61.8,,,1967,Oil and pencil / Paper,Works on Paper,Oil,62,9/08/2016,2016,Saffron Art
Maqbool Fida Husain,Untitled,-not sold-,151520,227280,Signed and Dated,1,40,20,,,1960,Oil / Canvas,Painting,Oil,63,9/08/2016,2016,Saffron Art
Ram Kumar,Untitled (Benaras),181820,151520,227280,Unavailable,0,74.5,55,,,N/A,Oil / Board,Painting,Oil,64,9/08/2016,2016,Saffron Art
Ram Kumar,Untitled,72730,75760,106070,Signed and Dated,1,60.5,123.4,,,1991,Acrylic / Canvas,Painting,Acrylic,65,9/08/2016,2016,Saffron Art
Avinash Chandra,Untitled,54550,53040,68190,Signed and Dated,1,91,151,,,1960,Oil / Masonite,Painting,Oil,66,9/08/2016,2016,Saffron Art
Kattingeri Krishna Hebbar,War and Peace,69090,53040,68190,Signed and Dated,1,111.8,151.1,,,1991,Oil / Canvas,Painting,Oil,67,9/08/2016,2016,Saffron Art
Kattingeri Krishna Hebbar,"Untitled (At the temple gate, Bali)",10910,9100,12130,Signed and Dated,1,25.6,35.7,,,1960,Pastel / Paper,Works on Paper,Pastel,68,9/08/2016,2016,Saffron Art
Kattingeri Krishna Hebbar,Untitled (Prof. N S Bendre and Pet),4000,3035,6070,Signed and Dated,1,19,24.8,,,1956,Pen and ink / Paper,Works on Paper,Ink,69,9/08/2016,2016,Saffron Art
Narayan Shridhar Bendre,Untitled (Hill Range of Trimbakeshwar),-not sold-,68190,98490,Signed and Dated,1,91,106.5,,,1983,Oil / Canvas,Painting,Oil,70,9/08/2016,2016,Saffron Art
Narayan Shridhar Bendre,Untitled,-not sold-,68190,98490,Signed and Dated,1,85,116.2,,,1951,Oil / Canvas,Painting,Oil,71,9/08/2016,2016,Saffron Art
Krishna Hawlaji Ara,Untitled,13640,10610,13640,Signed Lower Right,1,59.3,47.8,,,N/A,Gouache / Paper,Works on Paper,Gouache,72,9/08/2016,2016,Saffron Art
Sakti Burman,Untitled,-not sold-,60610,90910,Signed Lower Right,1,129.5,196,,,N/A,Oil / Canvas,Painting,Oil,73,9/08/2016,2016,Saffron Art
Gieve Patel,Shipbuilding in Mumbai,63640,60610,90910,Signed and Dated,1,177,306,,,2005,Acrylic / Canvas,Painting,Acrylic,74,9/08/2016,2016,Saffron Art
Francis Newton Souza,Temple Dancer,-not sold-,272730,363640,Signed and Dated,1,121.2,60.2,,,1957,Oil / Board,Painting,Oil,75,9/08/2016,2016,Saffron Art
Maqbool Fida Husain,Untitled,-not sold-,75760,106070,Signed and Dated,1,69,38.5,,,1955,Oil / Canvas,Painting,Oil,76,9/08/2016,2016,Saffron Art
Sankho Chaudhuri,Untitled,20000,15160,22730,Unavailable,0,100,54,41,,N/A,Aluminum with black paint and iron on wooden pedestal,Sculpture,Metal,77,9/08/2016,2016,Saffron Art
Jacob (Sir) Epstein,Portrait of the Maharanee of Baroda,16360,9100,12130,Inscribed,1,34.5,32,24,,N/A,Bronze,Sculpture,Metal,78,9/08/2016,2016,Saffron Art
Sadanand K Bakre,Untitled,23640,22730,30310,Inscribed,1,42,8,7,,1959,Metal,Sculpture,Metal,79,9/08/2016,2016,Saffron Art
Prodosh Dasgupta,Untitled (Suryamukhi),-not sold-,37880,53040,Inscribed,1,45.5,71,93.5,,1978,Bronze,Sculpture,Metal,80,9/08/2016,2016,Saffron Art
Himmat Shah,Untitled (8),-not sold-,90910,121220,Signed and Dated,1,,,,,N/A,Terracotta,Sculpture,Terracotta,81,9/08/2016,2016,Saffron Art
Dhanraj Bhagat,Untitled (Ravana),-not sold-,60610,90910,Unavailable,0,209,101,57,,N/A,Mixed Media Welded Iron,Mixed Media,Mixed Media,82,9/08/2016,2016,Saffron Art
Gulam Rasool Santosh,Untitled,54550,45460,60610,Unavailable,0,153,126,,,N/A,Oil / Canvas,Painting,Oil,83,9/08/2016,2016,Saffron Art
Ganesh Pyne,Untitled,54550,53040,68190,Signed and Dated,1,47,54,,,2007,Tempera / Canvas,Painting,Tempera,84,9/08/2016,2016,Saffron Art
Amrita Sher-Gil,Untitled (The Tinder Box),58180,37880,53040,Inscribed,1,22.6,30.5,,,N/A,Pencil / Paper,Works on Paper,Pencil,85,9/08/2016,2016,Saffron Art
Manjit Bawa,Untitled,32730,22730,27280,Signed and Dated,1,54.4,74.6,,,1995,Pastel / Paper,Works on Paper,Pastel,86,9/08/2016,2016,Saffron Art
B Prabha,Untitled,32730,15160,18190,Signed and Dated,1,76,61.5,,,1969,Oil / Canvas,Painting,Oil,87,9/08/2016,2016,Saffron Art
Gaganendranath Tagore,UntitledONLINE only auction,9120,9100,12130,Signed and Dated,1,15.7,10.7,,,1921,Watercolor / Paper on board,Works on Paper,Watercolor,1,7/27/2016,2016,Saffron Art
Jamini Roy,UntitledONLINE only auction,-not sold-,7580,10600,Unavailable,0,39,25.8,,,N/A,Gouache / Paper on board,Works on Paper,Gouache,2,7/27/2016,2016,Saffron Art
Maqbool Fida Husain,UntitledONLINE only auction,3180,3000,5000,Signed and Dated,1,24.1,20.3,,,1991,Ink / Paper,Works on Paper,Ink,3,7/27/2016,2016,Saffron Art
Francis Newton Souza,Portrait of Robert WraightONLINE only auction,7850,3035,4550,Signed and Dated,1,43.2,27.8,,,1964,Pen and ink / Paper,Works on Paper,Ink,4,7/27/2016,2016,Saffron Art
Sakti Burman,UntitledONLINE only auction,-not sold-,30310,45460,Signed and Dated,1,90.3,71.9,,,1959,Oil / Canvas,Painting,Oil,5,7/27/2016,2016,Saffron Art
Jangarh Singh Shyam,Set of Two a) Gudhwa Pakshi and b) Birhul ka JhaadONLINE only auction,3696,2730,3335,Signed and Dated,1,,,,,N/A,Marker and pen and ink / Paper,Works on Paper,Marker,6,7/27/2016,2016,Saffron Art
Gopal Saha,BusONLINE only auction,818,610,910,Signed,1,54.6,73.5,,,N/A,Acrylic and pen and ink / Paper,Works on Paper,Acrylic,7,7/27/2016,2016,Saffron Art
Jivya Soma Mashe,UntitledONLINE only auction,1824,1820,2730,Signed Lower Right,1,96.5,114.9,,,N/A,Acrylic and cow dung / Canvas,Painting,Acrylic,8,7/27/2016,2016,Saffron Art
Hira Devi,Set of Two a) Two Women looking into a Mirror and b) Three WomenONLINE only auction,1044,1065,1365,Unavailable,0,,,,,N/A,Marker and watercolour / Paper,Works on Paper,Marker,9,7/27/2016,2016,Saffron Art
Ram Singh Urveti,Apna ShaherONLINE only auction,6360,6070,9100,Signed and Dated,1,172.5,495.8,,,2004,Acrylic / Canvas,Painting,Acrylic,10,7/27/2016,2016,Saffron Art
Jamini Roy,UntitledONLINE only auction,-not sold-,15160,18190,Signed Lower Right,1,58.4,80,,,N/A,Tempera on cane weaving pasted on board,Painting,Tempera,21,7/27/2016,2016,Saffron Art
Kattingeri Krishna Hebbar,UntitledONLINE only auction,-not sold-,22730,30310,Signed and Dated,1,75.8,76,,,1983,Oil / Canvas,Painting,Oil,22,7/27/2016,2016,Saffron Art
Maqbool Fida Husain,UntitledONLINE only auction,-not sold-,45460,60610,Signed Lower Right,1,91.6,60.7,,,N/A,Acrylic and oil / Canvas,Painting,Acrylic,23,7/27/2016,2016,Saffron Art
Somnath Hore,UntitledONLINE only auction,12890,9100,12130,Signed Initials,1,21.3,11,11,,. 19,Bronze,Sculpture,Metal,24,7/27/2016,2016,Saffron Art
Syed Haider Raza,Naga & BinduONLINE only auction,31800,18190,22730,Signed and Dated,1,40.1,29.7,,,2000,Acrylic / Canvas,Painting,Acrylic,25,7/27/2016,2016,Saffron Art
Francis Newton Souza,UntitledONLINE only auction,6300,4000,6000,Signed and Dated,1,26,19.7,,,1991,Marker and chemical alteration / Paper,Works on Paper,Marker,26,7/27/2016,2016,Saffron Art
Francis Newton Souza,UntitledONLINE only auction,-not sold-,30310,37880,Signed and Dated,1,51.2,33.2,,,1962,Mixed Media / Masonite,Mixed Media,Mixed Media,27,7/27/2016,2016,Saffron Art
Krishen Khanna,Rear ViewONLINE only auction,18440,13640,18190,Signed and Dated,1,74.9,49.5,,,2005,Oil / Canvas,Painting,Oil,28,7/27/2016,2016,Saffron Art
Akbar Padamsee,"Four Works All ""Untitled""ONLINE only auction",-not sold-,7580,10610,Signed and Dated,1,,,,,N/A,Mixed Media / Paper,Mixed Media,Mixed Media,29,7/27/2016,2016,Saffron Art
Badri Narayan,Still Life with CurtainONLINE only auction,3048,3035,4550,Signed and Dated,1,27.7,38,,,2005,Watercolor and pen and ink / Paper on board,Works on Paper,Watercolor,30,7/27/2016,2016,Saffron Art
B Prabha,UntitledONLINE only auction,19980,18190,22730,Signed and Dated,1,62.5,75.2,,,1976,Oil / Canvas,Painting,Oil,31,7/27/2016,2016,Saffron Art
Bhupen Khakar,Untitled (Kanpur)ONLINE only auction,8020,6070,9100,Signed and Dated,1,26.1,21.3,,,1995,Watercolor / Paper,Works on Paper,Watercolor,32,7/27/2016,2016,Saffron Art
K M Adimoolam,"Set of Five All ""Untitled""ONLINE only auction",-not sold-,9100,12130,Signed and Dated,1,,,,,1999,Mixed Media / Paper,Mixed Media,Mixed Media,33,7/27/2016,2016,Saffron Art
Bikash Bhattacharjee,UntitledONLINE only auction,48550,45460,60610,Signed and Dated,1,107,91.4,,,1987,Oil / Canvas,Painting,Oil,34,7/27/2016,2016,Saffron Art
TV Santhosh,UntitledONLINE only auction,-not sold-,30310,45460,Signed and Dated,1,137.3,177.8,,,2006,Oil / Canvas,Painting,Oil,35,7/27/2016,2016,Saffron Art
Maqbool Fida Husain,Untitled (Veena in Landscape) (Diptych)ONLINE only auction,-not sold-,42430,48490,Unavailable,0,45.7,92.3,,,. 19,Acrylic / Canvas,Painting,Acrylic,41,7/27/2016,2016,Saffron Art
Sankho Chaudhuri,UntitledONLINE only auction,9100,7580,10610,Unavailable,0,41.4,16.8,14.5,,N/A,Bronze,Sculpture,Metal,42,7/27/2016,2016,Saffron Art
Ram Kumar,UntitledONLINE only auction,30900,27280,33340,Signed and Dated,1,59.5,90.3,,,2010,Acrylic / Canvas,Painting,Acrylic,43,7/27/2016,2016,Saffron Art
Krishen Khanna,UntitledONLINE only auction,27230,18190,22730,Signed Lower Left,1,90.4,44.6,,,N/A,Oil / Canvas,Painting,Oil,44,7/27/2016,2016,Saffron Art
Badri Narayan,Old HousesONLINE only auction,5160,4550,6070,Signed and Dated,1,36.2,51,,,2002,Watercolor and pen and ink / Paper,Works on Paper,Watercolor,45,7/27/2016,2016,Saffron Art
Sakti Burman,UntitledONLINE only auction,36370,30310,45460,Signed and Dated,1,90.1,71.7,,,1961,Oil / Canvas,Painting,Oil,46,7/27/2016,2016,Saffron Art
Thotha Vaikuntam,UntitledONLINE only auction,60730,60610,90910,Signed and Dated,1,182.4,122,,,2002,Acrylic / Canvas,Painting,Acrylic,47,7/27/2016,2016,Saffron Art
Baiju Parthan,Passage 3 (Soft Graffiti Series)ONLINE only auction,-not sold-,3035,4550,Signed and Dated,1,55.6,55.6,,,2010,Acrylic / Paper,Works on Paper,Acrylic,48,7/27/2016,2016,Saffron Art
Manjunath Kamath,Someone Doing Something In Historical City (Triptych)ONLINE only auction,-not sold-,15160,18190,Signed and Dated,1,182.7,275.5,,,2006,Acrylic / Canvas,Painting,Acrylic,49,7/27/2016,2016,Saffron Art
Gulam Rasool Santosh,UntitledONLINE only auction,5400,5000,7000,Signed and Dated,1,58.4,43.2,,,1987,Watercolor / Paper,Works on Paper,Watercolor,61,7/27/2016,2016,Saffron Art
Paramjit Singh,UntitledONLINE only auction,9080,6070,9100,Signed and Dated,1,59.6,90.3,,,2012,Oil / Canvas,Painting,Oil,62,7/27/2016,2016,Saffron Art
Lalu Prasad Shaw,UntitledONLINE only auction,9090,7580,10610,Signed and Dated,1,54.3,36.3,,,2015,Gouache / Paper,Works on Paper,Gouache,63,7/27/2016,2016,Saffron Art
Ravinder Reddy,UntitledONLINE only auction,12160,12130,15160,Signed,1,61,44,12,Fourth from a limited edition of four,N/A,Acrylic on bronze,Sculpture,Acrylic,66,7/27/2016,2016,Saffron Art
Bose Krishnamachari,Re-VisitONLINE only auction,-not sold-,7580,10610,Signed and Dated,1,150.3,180.3,,,2004,Acrylic and oil / Canvas,Painting,Acrylic,67,7/27/2016,2016,Saffron Art
Shibu Natesan,St. JeromeONLINE only auction,-not sold-,18190,27280,Signed and Dated,1,181.4,155.2,,,2005,Oil / Linen,Painting,Oil,68,7/27/2016,2016,Saffron Art
Justin Ponmany,Salt Assault (Diptych)ONLINE only auction,9120,9100,12130,Signed and Dated,1,101.6,264.4,,,2005,Acrylic and hologram / Canvas,Painting,Acrylic,69,7/27/2016,2016,Saffron Art
Dhananjay Singh,UntitledONLINE only auction,7900,7580,10610,Signed and Dated,1,90.8,45.4,46.5,,2016,Aluminum and stainless steel,Sculpture,Metal,70,7/27/2016,2016,Saffron Art
Jamini Roy,Untitled (Horse),20030,18470,23080,Signed Lower Right,1,47,31.4,,,N/A,Tempera / Card,Painting,Tempera,1,6/08/2016,2016,Saffron Art
Jamini Roy,Untitled,8400,8000,10000,Unavailable,0,38,26,,,N/A,Watercolor / Paper,Works on Paper,Watercolor,2,6/08/2016,2016,Saffron Art
Ram Gopal Vijaivargiya,Untitled,-not sold-,38470,53850,Signed Lower Right,1,92.7,63.5,,,. 19,Watercolor and wash on paper pasted on paper,Works on Paper,Watercolor,3,6/08/2016,2016,Saffron Art
Gaganendranath Tagore,Untitled,-not sold-,7700,10770,Inscribed and Signed,1,24.6,17,,,N/A,Pencil / Paper,Works on Paper,Pencil,4,6/08/2016,2016,Saffron Art
Somnath Hore,Untitled (Khajuraho),-not sold-,3080,4620,Unavailable,0,36.3,26.2,,,1955,Ink / Paper,Works on Paper,Ink,5,6/08/2016,2016,Saffron Art
Kattingeri Krishna Hebbar,Tile Factory,61800,25000,35000,Signed and Dated,1,73.5,99,,,1959,Oil / Canvas,Painting,Oil,6,6/08/2016,2016,Saffron Art
Krishna Hawlaji Ara,Untitled,12730,10770,13850,Signed Lower Left,1,73.2,53,,,N/A,Watercolor and gouache / Paper,Works on Paper,Watercolor,7,6/08/2016,2016,Saffron Art
Francis Newton Souza,Untitled,6900,5000,7000,Signed and Dated,1,24.1,19,,,1954,Watercolor and ink / Paper,Works on Paper,Watercolor,8,6/08/2016,2016,Saffron Art
Francis Newton Souza,Untitled,35730,27700,36930,Signed and Dated,1,35.6,25.4,,,1965,"Acrylic and sketch pen, pen and ink / Paper",Works on Paper,Acrylic,9,6/08/2016,2016,Saffron Art
Syed Haider Raza,Untitled,8180,6160,9240,Signed and Dated,1,26.9,21.2,,,1953,Pen and ink on newspaper,Works on Paper,Ink,10,6/08/2016,2016,Saffron Art
Maqbool Fida Husain,Untitled,9600,7000,9000,Signed Lower Right,1,41.5,34.5,,,N/A,Sketch pen / Paper,Works on Paper,Sketch,11,6/08/2016,2016,Saffron Art
Syed Haider Raza,Eglise,42360,38470,58850,Signed and Dated,1,60,40.8,,,1953,Oil / Board,Painting,Oil,12,6/08/2016,2016,Saffron Art
Maqbool Fida Husain,Untitled,36000,30000,50000,Signed Lower Right,1,27,37,,,N/A,Oil / Canvas,Painting,Oil,13,6/08/2016,2016,Saffron Art
Ram Kumar,Untitled,42550,46160,61540,Signed and Dated,1,90.8,121.1,,,2008,Acrylic / Canvas,Painting,Acrylic,14,6/08/2016,2016,Saffron Art
Ram Kumar,Untitled,-not sold-,9240,12310,Signed and Dated,1,57.3,72.7,,,1981,Watercolor / Paper on board,Works on Paper,Watercolor,15,6/08/2016,2016,Saffron Art
Manjit Bawa,"Set of two a) Untitled 1998, and b) Untitled 1999",-not sold-,12310,15390,Signed and Dated,1,,,,,N/A,Pen and ink / Paper,Works on Paper,Ink,16,6/08/2016,2016,Saffron Art
Krishen Khanna,Untitled,60460,38470,53850,Signed,1,182.8,122,,,N/A,Acrylic and charcoal / Canvas,Painting,Acrylic,17,6/08/2016,2016,Saffron Art
Akbar Padamsee,Untitled,6060,4620,7700,Signed and Dated,1,37.5,57.6,,,2005,Watercolor / Paper,Works on Paper,Watercolor,18,6/08/2016,2016,Saffron Art
Ram Kumar,Set of two a) Untitled and b) Untitled 1961,10910,9240,12310,Signed,1,,,,,b) 1,Ink and pastel / Paper on board,Works on Paper,Ink,19,6/08/2016,2016,Saffron Art
Maqbool Fida Husain,Untitled,-not sold-,20000,25000,Signed,1,61,76.2,,,N/A,Acrylic / Linen,Painting,Acrylic,20,6/08/2016,2016,Saffron Art
Maqbool Fida Husain,Untitled,30000,25000,30000,Signed,1,75,54.6,,,N/A,Oil crayon / Paper on board,Works on Paper,Oil,21,6/08/2016,2016,Saffron Art
Maqbool Fida Husain,Untitled,-not sold-,107700,138470,Signed Lower Right,1,92.6,84.4,,,N/A,Oil / Canvas,Painting,Oil,22,6/08/2016,2016,Saffron Art
Gulam Rasool Santosh,Untitled,36360,30770,46160,Unavailable,0,126.5,100.6,,,N/A,Acrylic / Canvas,Painting,Acrylic,23,6/08/2016,2016,Saffron Art
Gulam Rasool Santosh,Untitled,22210,6000,8000,Signed and Dated,1,85,105.4,,,1962,Oil / Canvas,Painting,Oil,24,6/08/2016,2016,Saffron Art
Ram Kumar,Untitled,-not sold-,100000,150000,Signed and Dated,1,114.3,129.5,,,1966,Oil / Canvas,Painting,Oil,25,6/08/2016,2016,Saffron Art
Vasudeo S Gaitonde,Untitled,96000,80000,100000,Signed and Dated,1,36,37,,,1953,Watercolor and pastel / Paper,Works on Paper,Watercolor,26,6/08/2016,2016,Saffron Art
Akbar Padamsee,Untitled,72010,60000,80000,Signed and Dated,1,74.9,74.9,,,1987,Oil / Canvas,Painting,Oil,27,6/08/2016,2016,Saffron Art
Amrita Sher-Gil,Untitled,-not sold-,61540,92310,Unavailable,0,54.7,44,,,N/A,Charcoal on paper pasted on paper,Works on Paper,Charcoal,28,6/08/2016,2016,Saffron Art
Amrita Sher-Gil,Untitled (Zebegeny Landscape),720000,600000,800000,Unavailable,0,61,40.6,,,1931,Oil / Board,Painting,Oil,29,6/08/2016,2016,Saffron Art
Sankho Chaudhuri,Untitled,9990,6160,9240,Unavailable,0,33.4,14.3,0.25,,N/A,Bronze,Sculpture,Metal,30,6/08/2016,2016,Saffron Art
Himmat Shah,Untitled,10200,10000,15000,Signed Lower Left,1,58.5,59.5,,,N/A,Acrylic / Canvas,Painting,Acrylic,31,6/08/2016,2016,Saffron Art
Himmat Shah,Head of a King,23400,10000,15000,Signed and Dated,1,73,16,14,Fifth from a limited edition of five,2006,Bronze,Sculpture,Metal,32,6/08/2016,2016,Saffron Art
Bhupen Khakar,Cruelty to Woman,8400,8000,10000,Signed and Dated,1,40.5,31,,,1996,Watercolor and ink / Paper,Works on Paper,Watercolor,33,6/08/2016,2016,Saffron Art
Bhupen Khakar,Untitled,11710,6000,8000,Unavailable,0,46.9,46.9,7.5,,N/A,Mixed media on ceramic,Mixed Media,Mixed Media,34,6/08/2016,2016,Saffron Art
Bhupen Khakar,Untitled,17530,10770,13850,Signed and Dated,1,29,39.4,,,1994,Watercolor / Paper,Works on Paper,Watercolor,35,6/08/2016,2016,Saffron Art
Arpita Singh,31 Days of December,51000,50000,60000,Signed and Dated,1,121.9,61,,,1998,Oil / Canvas,Painting,Oil,36,6/08/2016,2016,Saffron Art
Krishen Khanna,Untitled,-not sold-,9240,12310,Signed and Dated,1,62.6,47.3,,,1983,Pastel / Paper,Works on Paper,Pastel,37,6/08/2016,2016,Saffron Art
Krishen Khanna,Untitled,-not sold-,15390,23080,Signed Lower Right,1,91.4,76,,,N/A,Acrylic and charcoal / Canvas,Painting,Acrylic,38,6/08/2016,2016,Saffron Art
K Laxma Goud,Untitled (Diptych),2040,2000,3000,Signed and Dated,1,18.4,47,,,1993,Ink / Paper,Works on Paper,Ink,39,6/08/2016,2016,Saffron Art
B Prabha,Untitled (Fisherwoman),37200,15000,20000,Signed and Dated,1,106.7,64.5,,,1969,Oil / Canvas,Painting,Oil,40,6/08/2016,2016,Saffron Art
B Prabha,Untitled,9080,6160,9240,Signed and Dated,1,66.2,50.5,,,1969,Oil / Canvas,Painting,Oil,41,6/08/2016,2016,Saffron Art
Krishna Hawlaji Ara,Untitled,11820,9240,12310,Signed Lower Right,1,73.2,53.3,,,N/A,Watercolor and gouache and pastel / Paper,Works on Paper,Watercolor,42,6/08/2016,2016,Saffron Art
K G Subramanyan,Set of two a) Untitled and b) Untitled,1998,1540,3080,Signed Initials,1,,,,,N/A,Ink and marker a) Untitled / Paper on board,Works on Paper,Ink,43,6/08/2016,2016,Saffron Art
K G Subramanyan,Untitled,15720,10000,15000,Signed Initials,1,75,55,,,N/A,Oil / Board,Painting,Oil,44,6/08/2016,2016,Saffron Art
Jogen Chowdhury,Set of two a) Untitled and b) Untitled,-not sold-,18470,23080,Unavailable,0,,,,,N/A,Watercolor and pen and ink / Paper on board,Works on Paper,Watercolor,45,6/08/2016,2016,Saffron Art
Jogen Chowdhury,Untitled,-not sold-,6160,9240,Signed and Dated,1,27.4,37.6,,,2000,Pastel and ink / Paper,Works on Paper,Pastel,46,6/08/2016,2016,Saffron Art
Manjit Bawa,Untitled,-not sold-,9240,12310,Signed and Dated,1,35.4,52.4,,,1998,Pen and ink / Paper,Works on Paper,Ink,47,6/08/2016,2016,Saffron Art
Jeram Patel,Untitled,12730,10770,13850,Unavailable,0,60.8,60.4,,,N/A,Blowtorch and enamel paint / Wood,Mixed Media,Blowtorch,49,6/08/2016,2016,Saffron Art
Sakti Burman,Untitled,30370,30770,46160,Signed Lower Right,1,114.1,87.1,,,N/A,Acrylic / Canvas,Painting,Acrylic,50,6/08/2016,2016,Saffron Art
Syed Haider Raza,Horizon,153000,100000,150000,Signed and Dated,1,99.1,99.1,,,1979,Acrylic / Canvas,Painting,Acrylic,51,6/08/2016,2016,Saffron Art
Jamini Roy,Untitled,29070,23080,30770,Signed Lower Right,1,107,44.8,,,N/A,Tempera / Canvas on board,Painting,Tempera,52,6/08/2016,2016,Saffron Art
