Artist,Title,Price,Low Estimate,High Estimate,Signature,Signed?,Height,Width,Depth,Edition,Year Created,Medium,Auction Lot,Auction Date,Auction Year,Auction House,
Krishen Khanna,The Killing of Jatayu,35410,32790,40990,Inscribed and Signed,1,124.5,101.6,,,2004,Oil / Canvas,60,2/12/2015,2015,Saffron Art,
Maqbool Fida Husain,Untitled,177050,131150,163940,Signed Lower Left,1,91.4,119.4,,,. 19,Oil / Canvas,61,2/12/2015,2015,Saffron Art,
K G Subramanyan,Face to Face,19670,11480,14760,Inscribed and Signed,1,76.2,76.2,,,2008,Acrylic / Canvas,62,2/12/2015,2015,Saffron Art,
Gulam Rasool Santosh,Untitled,15740,9840,13120,Unavailable,0,72.4,57.2,,,N/A,Oil / Canvas,63,2/12/2015,2015,Saffron Art,
K M Adimoolam,Terra-Incognita,8850,6560,9840,Signed and Dated,1,90.2,88.9,,,2004,Oil / Canvas,64,2/12/2015,2015,Saffron Art,
Prabhakar Barwe,Untitled (Diptych),43280,40990,57380,Signed and Dated,1,152.4,182.9,,,1969,Oil and enamel / Canvas,65,2/12/2015,2015,Saffron Art,
Manu Parekh,Morning light at Varanasi,27540,22960,26230,Signed and Dated,1,100.3,201.9,,,2011,Acrylic / Canvas,66,2/12/2015,2015,Saffron Art,
Bikash Bhattacharjee,Untitled,41310,24600,29510,Signed and Dated,1,90.2,90.2,,,1992,Oil / Canvas,67,2/12/2015,2015,Saffron Art,
Anjolie Ela Menon,Untitled,25570,11480,14760,Signed,1,48.3,29.2,,,N/A,Oil / Canvas,68,2/12/2015,2015,Saffron Art,
B Prabha,Untitled,13770,6560,9840,Signed and Dated,1,76.2,62.2,,,1983,Oil / Canvas,69,2/12/2015,2015,Saffron Art,
Thotha Vaikuntam,Untitled,33440,16400,24600,Signed and Dated,1,120.6,90.2,,,2012,Acrylic / Canvas,70,2/12/2015,2015,Saffron Art,
Gigi Scaria,Monuments of our time,3934,4920,6560,Signed and Dated,1,77.5,77.5,,,2013,Watercolor and automotive paint / Paper,2,2/12/2015,2015,Saffron Art,
Manjunath Kamath,Untitled,8260,8200,9840,Signed and Dated,1,121.9,121.9,,,2006,Acrylic / Canvas,3,2/12/2015,2015,Saffron Art,
Adeela Suleman,Untitled (2 part installation),3148,4920,6560,Unavailable,0,,,,,N/A,"Metal, coins, beads and fabric",4,2/12/2015,2015,Saffron Art,
Waseem Ahmed,Untitled,2951,4920,6560,Signed and Dated,1,52.1,33,,,2013,Pigment colours and silver leaf on Wasli,5,2/12/2015,2015,Saffron Art,
Thukral & Tagra,Dominus Aerius 4,43280,32790,49190,Signed and Dated,1,182.9,304.8,,,2008,Oil and acrylic / Canvas,8,2/12/2015,2015,Saffron Art,
Baiju Parthan,Caput Mortum -7,10230,8200,11480,Signed and Dated,1,181.6,104.1,,,2008,Acrylic and transfers on arches paper,9,2/12/2015,2015,Saffron Art,
Anju Dodiya,Nest,19670,24600,32790,Unavailable,0,175.3,113,,,N/A,Charcoal and watercolor / Paper,10,2/12/2015,2015,Saffron Art,
Ompal Sansanwal,Untitled,6890,6560,8200,Signed and Dated,1,152.4,152.4,,,2014,"Acrylic , pen and ink / Canvas",12,2/12/2015,2015,Saffron Art,
Natraj Sharma,Kannuru (Storm) (diptych),55080,32790,40990,Signed and Dated,1,120.6,181.6,,,2004,Oil on canvas on panel,13,2/12/2015,2015,Saffron Art,
Bharti Kher,Train'D To Kill 1 (4),167210,245910,327870,,0,,,,,2008,Oil / Canvas,14,2/12/2015,2015,Saffron Art,
Atul Dodiya,Arrival,59020,65580,98370,Signed and Dated,1,108,,,,2011,Enamel paint on metal roller shutters and acrylic and marble dust on canvas,15,2/12/2015,2015,Saffron Art,
G R Iranna,Sand Castle (Diptych),35410,29510,36070,Signed and Dated,1,137.2,335.3,,,2014,Acrylic on tarpaulin,16,2/12/2015,2015,Saffron Art,
Jyothi Basu,Contagious,2557,5740,7380,Signed and Dated,1,30.5,91.4,,,2007,Oil / Canvas,17,2/12/2015,2015,Saffron Art,
Mithu Sen,Behind the Tail II,19670,19680,24600,Signed and Dated,1,213.4,213.4,,,2007,"Mixed Media , watercolour, collage, gold leaf, ink and fabric on handmade paper",18,2/12/2015,2015,Saffron Art,
TV Santhosh,A Stone's Throw Away (Triptych),108200,98370,131150,Signed and Dated,1,182.9,411.5,,,2005,Oil / Canvas,19,2/12/2015,2015,Saffron Art,
Jitish Kallat,"Humiliation Tax - I, 2004-05",29510,19680,24600,Unavailable,0,175.3,119.4,,,2004,Mixed Media / Canvas,20,2/12/2015,2015,Saffron Art,
Shibu Natesan,Untitled,14750,11480,14760,Signed and Dated,1,146,115.6,,,2004,Watercolor / Paper,21,2/12/2015,2015,Saffron Art,
Hema Upadhyay,Untitled (Triptych),21640,24600,29510,Unavailable,0,180.3,335.3,,,2007,"Acrylic , gouache, dry pastel, graphite and photograph / Paper",22,2/12/2015,2015,Saffron Art,
Ashim Purkayastha,Untitled,9840,9840,13120,Signed and Dated,1,228.6,167.6,,,2008,Acrylic / Canvas,23,2/12/2015,2015,Saffron Art,
Jagannath Panda,Aniencivility (Diptych),25570,32790,49190,Signed and Dated,1,198.1,304.8,,,2007,"Oil , acrylic and fabric / Canvas",24,2/12/2015,2015,Saffron Art,
Justin Ponmany,Not my cup of tea (plastic memory) (Diptych),12790,16400,24600,Signed and Dated,1,190.5,264.2,,,2008,Acrylic and hologram / Canvas,25,2/12/2015,2015,Saffron Art,
Anant Joshi,May Look Closer Than They Appear IV,23610,13120,16400,Signed and Dated,1,120.6,242.6,,,2007,"Fake gold foil, gold leaf, newspaper cuttings / Canvas",26,2/12/2015,2015,Saffron Art,
Ved Prakash Gupta,Love Chair,5510,4920,6560,Unavailable,0,119.3,106.6,96.5,,2008,Painted fiberglass,27,2/12/2015,2015,Saffron Art,
Dhananjay Singh,Untitled,15740,6560,9840,Inscribed,1,64.7,39.3,36.8,,2014,Stainless steel wire and bronze,28,2/12/2015,2015,Saffron Art,
Subodh (Suman) Gupta,Idol Thief - 2,177050,196730,295090,Signed and Dated,1,196.8,281.9,,,2006,Oil / Canvas,29,2/12/2015,2015,Saffron Art,
Ashim Purkayastha,Fake Feeling,28530,9840,13120,Signed and Dated,1,243.8,151.1,,,2006,Acrylic / Canvas,30,2/12/2015,2015,Saffron Art,
Chitra Ganesh,Untitled,3344,6560,8200,Unavailable,0,149.9,100.3,,,N/A,Watercolor and glass beads / Paper,31,2/12/2015,2015,Saffron Art,
Bari Kumar,Silence I,4328,6560,9840,Signed and Dated,1,182.9,121.9,,,2007,Oil / Canvas,32,2/12/2015,2015,Saffron Art,
Surendran Nair,I Beg Your Pardon The Scorpion Act II - An Actor Meditating on a Character of an Imaginary Play,27540,32790,49190,Signed and Dated,1,179.1,116.8,,,2002,Oil / Canvas,33,2/12/2015,2015,Saffron Art,
Sujata Bajaj,Peregrination,19670,13120,16400,Signed and Dated,1,99.1,99.1,,,2012,Acrylic / Canvas,34,2/12/2015,2015,Saffron Art,
Raqib Shaw,Untitled,18690,9840,13120,Signed and Dated,1,34.3,40.6,,,2003,"Acrylic , metallic paint, graphite, glitter and rhinestones / Paper",35,2/12/2015,2015,Saffron Art,
TV Santhosh,Endless Chain of Revenges,43280,32790,49190,Signed and Dated,1,121.9,182.9,,,2010,Oil / Canvas,36,2/12/2015,2015,Saffron Art,
Baiju Parthan,Archeology-Kerala-1,15740,13120,16400,Signed and Dated,1,182.9,182.9,,,2007,Acrylic / Canvas,37,2/12/2015,2015,Saffron Art,
Manjunath Kamath,Untitled,9840,11480,14760,Signed and Dated,1,151.1,151.1,,,2005,Oil / Canvas,38,2/12/2015,2015,Saffron Art,
Mohammad Ali Talpur,Untitled,3148,3280,4100,Unavailable,0,20.3,30.5,,,N/A,Ink / Paper,39,2/12/2015,2015,Saffron Art,
Anita Dube,Four S Words,6300,11480,14760,Unavailable,0,116.8,149.9,,,N/A,Velvet on wooden frame,40,2/12/2015,2015,Saffron Art,
Justin Ponmany,Untitled (Diptych),10820,16400,19680,Signed and Dated,1,190.5,243.8,,,2007,Acrylic and hologram / Canvas,41,2/12/2015,2015,Saffron Art,
Bari Kumar,As It Is,4918,9840,13120,Signed and Dated,1,224.8,180.3,,,2005,Oil / Canvas,42,2/12/2015,2015,Saffron Art,
Manisha Parekh,Clay,10820,8200,11480,Signed and Dated,1,91.4,152.4,,,2006,Handmade paper / Board,43,2/12/2015,2015,Saffron Art,
Valsan Kolleri,Meshroom,10820,9840,13120,Unavailable,0,215.9,208.3,127,,N/A,Copper,45,2/12/2015,2015,Saffron Art,
Mithu Sen,Untitled,7870,4920,8200,Unavailable,0,95.2,73.7,,,2008,Mixed media and collaged photo montages on Epson archival paper,47,2/12/2015,2015,Saffron Art,
Bharti Kher,Off Centre,82620,81970,114760,Unavailable,0,190.5,190.5,,,2008,Bindis on painted wood panel,48,2/12/2015,2015,Saffron Art,
Phaneendra Nath Chaturvedi,Untitled (4),16720,16400,24600,Signed and Dated,1,,,,,2014,Mixed Media / Paper,49,2/12/2015,2015,Saffron Art,
Riyas Komu,Ground - (IV) (Iraq Project),6300,9840,13120,Signed and Dated,1,152.4,121.9,,,2008,Oil / Canvas,50,2/12/2015,2015,Saffron Art,
Baiju Parthan,Lovers,5510,3280,4920,Signed and Dated,1,74.9,54.6,,,1995,Acrylic and ink / Paper,52,2/12/2015,2015,Saffron Art,
Tushar Joag,Diktat for the people,6300,9840,13120,Signed and Dated,1,121.9,274.3,,,2008,Acrylic / Canvas,53,2/12/2015,2015,Saffron Art,
Chintan Upadhyay,"You are laughing, I am Angry",18690,8200,11480,Signed and Dated,1,182.9,121.9,,,2006,Oil and acrylic / Canvas,54,2/12/2015,2015,Saffron Art,
Gigi Scaria,Fact as Fiction,8260,5650,9840,Signed and Dated,1,152.4,152.4,,,2009,Acrylic / Canvas,55,2/12/2015,2015,Saffron Art,
George Martin PJ,Conducted Full Stop,12790,8200,11480,Signed and Dated,1,198.1,227.3,,,2008,Acrylic / Canvas,56,2/12/2015,2015,Saffron Art,
Delip Sharma,Untitled,7480,6560,9840,Signed and Dated,1,200.7,106.7,,,2008,Mixed Media / Paper on board,57,2/12/2015,2015,Saffron Art,
Farhad Hussain,Untitled (2),551,4920,6560,Unavailable,0,,,,,N/A,Painted fiberglass,58,2/12/2015,2015,Saffron Art,
TV Santhosh,A Room to Pray,19670,65580,98370,Unavailable,0,,,,,2008,"Fiberglass, Steel, LED Panels and extension cords, wires and screws",59,2/12/2015,2015,Saffron Art,
Praneet Soi,Pieta,3934,6560,9840,Unavailable,0,158.8,121.9,,,2008,Acrylic / Linen,62,2/12/2015,2015,Saffron Art,
Hema Upadhyay,Untitled,9440,8200,11480,Unavailable,0,179.1,110.5,,,N/A,"Gouache , acrylic, paint, dry pastel & photograph / Paper",63,2/12/2015,2015,Saffron Art,
Rajnish Kaur,Watermelon & the city,7870,4920,6560,Signed and Dated,1,174,85.1,,,2004,Oil / Canvas,64,2/12/2015,2015,Saffron Art,
Mohammad Ali Talpur,Untitled (Alif),6300,4100,5740,Signed and Dated,1,55.9,74.9,,,2012,Ink on paper pasted on mountboard,65,2/12/2015,2015,Saffron Art,
Roy Thomas,Unexpected Revelations - 10,5900,3280,4920,Signed and Dated,1,180.3,152.4,,,2011,Oil / Canvas,66,2/12/2015,2015,Saffron Art,
Arunkumar H G,Untitled,29510,24600,32790,Unavailable,0,107.9,203.2,71.1,,N/A,Painted fiberglass,67,2/12/2015,2015,Saffron Art,
Gobardhan Ash,UNTITLED,1100,660,985,Signed and Dated,1,22.86,26.67,,,1983,Gouache / Paper,1,1/20/2015,2015,Saffron Art,
Paritosh Sen,UNTITLED,2296,1970,2955,Signed and Dated,1,73.66,50.8,,,1997,Charcoal / Paper on board,2,1/20/2015,2015,Saffron Art,
Somnath Hore,UNTITLED (2),1970,2460,3280,Signed and Dated,1,,,,,1987,Pen and ink / Paper,3,1/20/2015,2015,Saffron Art,
Ram Kumar,UNTITLED,12130,9840,13120,Signed and Dated,1,76.2,55.88,,,2014,Acrylic on paper pasted on mountboard,4,1/20/2015,2015,Saffron Art,
Himmat Shah,UNTITLED,2870,4920,6560,Inscribed,1,27.5,18.7,13.7,,1993,Bronze,5,1/20/2015,2015,Saffron Art,
Krishen Khanna,UNTITLED,895,1150,1480,Signed Lower Right,1,33.02,25.4,,,N/A,Mixed Media / Paper,6,1/20/2015,2015,Saffron Art,
Himmat Shah,UNTITLED,300,495,660,Signed and Dated,1,26.67,36.83,,,1979,Pen and ink / Paper,7,1/20/2015,2015,Saffron Art,
Sakti Burman,UNTITLED,2313,1150,1480,Signed and Dated,1,31.75,25.4,,,2013,Watercolor and ink on paper pasted on mountboard,8,1/20/2015,2015,Saffron Art,
Rajendra Dhawan,UNTITLED,809,820,985,Signed and Dated,1,39.37,30.48,,,1999,Oil / Canvas,9,1/20/2015,2015,Saffron Art,
Lalu Prasad Shaw,UNTITLED,5820,6560,8200,Signed and Dated,1,60.96,48.26,,,2014,Gouache / Board,10,1/20/2015,2015,Saffron Art,
Jogen Chowdhury,FLOWER VASE,1980,1640,2460,Signed and Dated,1,17.78,17.78,,,2000,Watercolor and oil pastel / Paper,11,1/20/2015,2015,Saffron Art,
Thotha Vaikuntam,UNTITLED,1221,985,1315,Signed and Dated,1,24.13,19.05,,,2009,Charcoal on canvas pasted on mountboard,12,1/20/2015,2015,Saffron Art,
Amit Ambalal,UNTITLED (3),552,1480,1970,Signed and Dated,1,,,,,2003,Watercolor on paper pasted on mountboard,13,1/20/2015,2015,Saffron Art,
Jai Zharotia,UNTITLED,968,1480,1970,Signed and Dated,1,35.56,52.07,,,1998,Mixed Media on handmade paper,14,1/20/2015,2015,Saffron Art,
D LN Reddy,UNTITLED,360,495,660,Signed and Dated,1,30.48,22.86,,,1985,Pastel / Paper,15,1/20/2015,2015,Saffron Art,
Arpana Caur,UNTITLED (2),2220,1970,2955,Signed and Dated,1,,,,,2007,Mixed Media / Paper,16,1/20/2015,2015,Saffron Art,
A Rajeshwara Rao,CLASSMATES,1600,4920,6560,Signed and Dated,1,120.65,180.34,,,2006,Acrylic on acrylic sheet,18,1/20/2015,2015,Saffron Art,
Babu Xavier,JOINT VENTURE,1795,1315,1640,Inscribed and Signed,1,91.44,91.44,,,2003,Acrylic / Canvas,19,1/20/2015,2015,Saffron Art,
Vasudevan Akkitham,UNTITLED,248,820,1150,Inscribed and Signed,1,27.94,39.37,,,1997,Watercolor / Paper,20,1/20/2015,2015,Saffron Art,
Manisha Parekh,BUDDING 6,1200,1640,3280,Signed and Dated,1,30.4,60.9,6.3,,2004,Ink on handmade paper and cable on board,21,1/20/2015,2015,Saffron Art,
Ompal Sansanwal,UNTITLED (2),300,660,985,Signed and Dated,1,,,,,N/A,Pen and ink / Paper,22,1/20/2015,2015,Saffron Art,
Sachin Karne,HILLSCAPE,900,1640,2460,Unavailable,0,119.38,88.9,,,2010,Acrylic / Canvas,23,1/20/2015,2015,Saffron Art,
Ashim Purkayastha,PROHIBITED,1020,820,1150,Unavailable,0,24.13,22.86,,,2003,Acrylic and ink on postage stamps,24,1/20/2015,2015,Saffron Art,
Ravi Kumar Kashi,WHO AM I !,4211,1640,2460,Signed and Dated,1,101.6,86.36,12.7,,2002,Paper pulp and paint,25,1/20/2015,2015,Saffron Art,
Hema Upadhyay,UNTITLED,1680,5000,7000,Unavailable,0,27.94,58.42,,,2007,"Acrylic , gouache, dry pastel, graphite and photographs / Paper",27,1/20/2015,2015,Saffron Art,
Jitish Kallat,FRIENDLY FIRE (CLOUDS IN THE WATER),3120,4100,5740,Signed and Dated,1,68.58,99.06,,,2006,Mixed Media on paper pasted on mountboard,28,1/20/2015,2015,Saffron Art,
Dhananjay Singh,UNTITLED,619,495,660,Signed and Dated,1,38.1,30.48,,,2014,Watercolor and ink / Paper,29,1/20/2015,2015,Saffron Art,
Minal Damani,A LONG SLEEP,262,495,660,Signed and Dated,1,36.83,49.53,,,2002,Watercolor and gouache / Paper,30,1/20/2015,2015,Saffron Art,
Gobardhan Ash,UNTITLED,660,660,985,Unavailable,0,27.94,17.78,,,N/A,Gouache / Paper,32,1/20/2015,2015,Saffron Art,
Paritosh Sen,NEIGHBOURHOOD DOG,2160,820,985,Inscribed and Signed,1,44.45,46.99,,,1998,Acrylic on corrugated paper,34,1/20/2015,2015,Saffron Art,
B Vithal,UNTITLED,3395,1640,3280,Signed and Dated,1,76.2,63.5,,,1979,Oil / Canvas,35,1/20/2015,2015,Saffron Art,
Ganesh Pyne,UNTITLED,37140,32790,49190,Signed and Dated,1,41.91,49.53,,,1996,Tempera / Canvas,36,1/20/2015,2015,Saffron Art,
Manu Parekh,GANDHI,4860,4920,6560,Signed and Dated,1,73.66,58.42,,,2011,Acrylic / Canvas,37,1/20/2015,2015,Saffron Art,
K Laxma Goud,UNTITLED,2335,2460,3280,Signed Lower Left,1,45.7,35.6,8.9,,N/A,Bronze on wood,38,1/20/2015,2015,Saffron Art,
Anjolie Ela Menon,UNTITLED,22250,16400,24600,Signed Lower Right,1,205.74,111.76,,,N/A,Mixed Media / Silk,39,1/20/2015,2015,Saffron Art,
Thotha Vaikuntam,UNTITLED,1255,985,1315,Signed Lower Right,1,24.13,19.05,,,N/A,Charcoal on canvas pasted on mountboard,40,1/20/2015,2015,Saffron Art,
Thotha Vaikuntam,UNTITLED,2020,1640,2460,Signed,1,39.37,29.21,,,N/A,Charcoal / Canvas on board,41,1/20/2015,2015,Saffron Art,
Anupam Sud,UNTITLED,1020,660,985,Signed and Dated,1,12.7,10.16,,,1999,Watercolor and ink / Paper,42,1/20/2015,2015,Saffron Art,
Yusuf Arakkal,UNTITLED,5150,4920,6560,Signed and Dated,1,124.46,110.49,,,1997,Oil / Canvas,43,1/20/2015,2015,Saffron Art,
Altaf Navjot,UNTITLED,17430,9840,13120,Signed and Dated,1,119.38,179.07,,,1986,Oil / Canvas,44,1/20/2015,2015,Saffron Art,
Verma Akhilesh,PAINTING VIII,3743,5740,7380,Signed and Dated,1,177.8,121.92,,,1988,Acrylic / Canvas,46,1/20/2015,2015,Saffron Art,
S Harsha Vardhana,UNTITLED,732,1640,2460,Unavailable,0,106.68,71.12,,,N/A,Mixed Media / Paper,47,1/20/2015,2015,Saffron Art,
Ompal Sansanwal,UNTITLED,1620,1640,2460,Signed and Dated,1,40.64,55.88,,,2014,Pen and ink and acrylic / Canvas,49,1/20/2015,2015,Saffron Art,
T M Azis,RED PYRAMID,420,660,985,Signed and Dated,1,72.39,52.07,,,2000,Acrylic / Paper,50,1/20/2015,2015,Saffron Art,
Paresh Maity,UNTITLED,16660,11480,14760,Signed and Dated,1,59.69,59.69,,,2004,Oil / Canvas,51,1/20/2015,2015,Saffron Art,
John Tun Sein,UNTITLED,972,1640,2460,Signed and Dated,1,110.49,138.43,,,2005,Oil / Canvas,52,1/20/2015,2015,Saffron Art,
Sunil Padwal,UNTITLED,4020,3280,4920,Signed and Dated,1,121.92,121.92,,,2005,Acrylic on plywood,53,1/20/2015,2015,Saffron Art,
Jagannath Panda,OUT-SIDER-II,1260,4000,6000,Signed and Dated,1,29.21,41.91,,,2007,Mixed Media / Paper,54,1/20/2015,2015,Saffron Art,
Praneet Soi,UNTITLED (5),2700,5000,10000,Unavailable,0,,,,,2007,Acrylic / Linen,55,1/20/2015,2015,Saffron Art,
Sojwal Samant,UNTITLED,360,985,1315,Unavailable,0,82.5,55,90,,N/A,Papier Mache,56,1/20/2015,2015,Saffron Art,
Manish Pushkale,DHARM NATHA,2147,3280,4920,Signed and Dated,1,180.34,88.9,,,2005,Oil / Canvas,57,1/20/2015,2015,Saffron Art,
Justin Ponmany,ORIGINAL SIN,5160,12000,18000,Signed and Dated,1,190.5,325.12,,,2006,Mixed Media / Canvas,59,1/20/2015,2015,Saffron Art,
Gurusiddappa G E,UNTITLED,3917,4920,8200,Inscribed and Signed,1,182.88,243.84,,,N/A,Acrylic / Canvas,60,1/20/2015,2015,Saffron Art,
Prantik Chattopadhyay,"""E"" CLASS IDEAL BOY BATHES DAILY",120,660,985,Signed and Dated,1,85.09,107.95,,,2008,Mixed Media / Board,61,1/20/2015,2015,Saffron Art,
Bobby Bardjaray Ngainjmirra,UNTITLED,240,660,820,Unavailable,0,74.93,54.61,,,N/A,Mixed Media / Paper,62,1/20/2015,2015,Saffron Art,
Paritosh Sen,UNTITLED,1260,410,575,Signed and Dated,1,25.4,19.05,,,1995,Mixed Media / Paper,64,1/20/2015,2015,Saffron Art,
Somnath Hore,UNTITLED (2),1260,1640,2460,Signed and Dated,1,,,,,N/A,Ink / Paper,65,1/20/2015,2015,Saffron Art,
Ram Kumar,UNTITLED,2639,4920,6560,Signed and Dated,1,20.32,29.21,,,2013,Acrylic / Paper,66,1/20/2015,2015,Saffron Art,
Shyamal Dutta Ray,UNTITLED,540,1150,1480,Signed and Dated,1,27.94,35.56,,,2002,Pen and ink / Paper,67,1/20/2015,2015,Saffron Art,
Sakti Burman,UNTITLED,5410,6560,9840,Signed and Dated,1,22.86,17.78,,,N/A,Oil / Canvas,68,1/20/2015,2015,Saffron Art,
Lalu Prasad Shaw,UNTITLED,5220,6560,9840,Signed and Dated,1,50.8,36.83,,,2014,Tempera / Paper,69,1/20/2015,2015,Saffron Art,
Manu Parekh,BENARAS LANDSCAPE-I,2117,3280,4920,Inscribed and Signed,1,76.2,60.96,,,1986,Mixed Media / Canvas,70,1/20/2015,2015,Saffron Art,
Altaf Navjot,UNTITLED (2),871,495,660,Signed and Dated,1,,,,,2004,Mixed Media / Paper,71,1/20/2015,2015,Saffron Art,
Thotha Vaikuntam,UNTITLED,4579,2460,3280,Signed and Dated,1,35.56,20.32,,,1994,Acrylic on paper pasted on mountboard,72,1/20/2015,2015,Saffron Art,
Amit Ambalal,CROSSING VAITARANI,780,1480,1970,Signed Lower Right,1,73.66,52.07,,,N/A,Gouache / Paper,73,1/20/2015,2015,Saffron Art,
Anupam Sud,IBADAT,1169,820,1150,Signed and Dated,1,19.05,12.7,,,1998,Mixed Media / Paper,74,1/20/2015,2015,Saffron Art,
Yusuf Arakkal,UNTITLED,876,495,660,Signed and Dated,1,36.83,29.21,,,1992,graphite / Paper,75,1/20/2015,2015,Saffron Art,
Amitava Das,UNTITLED,843,1640,2460,Signed and Dated,1,104.14,120.65,,,2005,Oil / Canvas,76,1/20/2015,2015,Saffron Art,
Aditya Basak,UNTITLED,1500,3280,4920,Signed and Dated,1,59.69,74.93,,,2004,Acrylic / Canvas,77,1/20/2015,2015,Saffron Art,
S Harsha Vardhana,UNTITLED,900,985,1315,Signed and Dated,1,73.66,53.34,,,2006,Mixed Media / Paper,80,1/20/2015,2015,Saffron Art,
Ompal Sansanwal,UNTITLED,1860,4100,5740,Signed and Dated,1,92.71,121.92,,,2009,Pen and ink and acrylic / Canvas,82,1/20/2015,2015,Saffron Art,
T M Azis,UNTITLED,1020,1315,1970,Signed and Dated,1,90.17,43.18,,,2002,Acrylic / Canvas,83,1/20/2015,2015,Saffron Art,
D Ebenezer Sunder Singh,SARPA OR HOMMAGE TO SOUZA,545,1150,1480,Signed and Dated,1,87.63,83.82,,,2005,Acrylic / Canvas,84,1/20/2015,2015,Saffron Art,
Anjum Singh,SPILL AGAIN,900,2460,3280,Signed and Dated,1,195.58,257.81,,,2004,Oil / Canvas,85,1/20/2015,2015,Saffron Art,
Sunil Padwal,UNTITLED,3033,3280,4920,Signed and Dated,1,121.92,121.92,,,2005,Acrylic on plywood,86,1/20/2015,2015,Saffron Art,
Sudhansu B Sutar,UNTITLED,480,985,1315,Signed and Dated,1,50.8,40.64,,,2006,Oil / Canvasboard,87,1/20/2015,2015,Saffron Art,
Sumedh Rajendran,SAME HARD HUNGER,780,1970,2955,Unavailable,0,86.4,167.6,19,,N/A,Mixed Media,88,1/20/2015,2015,Saffron Art,
Hema Upadhyay,UNTITLED,2484,8200,9840,Unavailable,0,55.88,152.4,,,N/A,Mixed Media on paper pasted on cloth,89,1/20/2015,2015,Saffron Art,
Manish Pushkale,UNTITLED,996,2460,3280,Signed and Dated,1,146.05,87.63,,,2002,Oil / Canvas,90,1/20/2015,2015,Saffron Art,
Seher Shah,"PERVERSIONS OF EMPIRE MONUMENTAL FANTSIES, UNTITLED 29",2880,4000,6000,Unavailable,0,45.72,60.96,,,2008,"Gouache , graphite and ink on nocciola murillo paper",92,1/20/2015,2015,Saffron Art,
Gurusiddappa G E,UNTITLED,1985,4920,8200,Inscribed and Signed,1,181.61,232.41,,,2008,Acrylic / Canvas,93,1/20/2015,2015,Saffron Art,
Prantik Chattopadhyay,"""E"" CLASS IDEAL BOY BRUSH UP THE TEETH",120,660,985,Signed and Dated,1,85.09,107.95,,,2008,Mixed Media / Board,94,1/20/2015,2015,Saffron Art,
Gobardhan Ash,UNTITLED,1251,985,1315,Signed and Dated,1,50.8,36.83,,,1993,Gouache / Paper,95,1/20/2015,2015,Saffron Art,
Somnath Hore,UNTITLED,895,1315,1640,Signed and Dated,1,15.24,25.4,,,1987,Pen and ink / Paper,96,1/20/2015,2015,Saffron Art,
Ram Kumar,UNTITLED,2557,4920,6560,Signed and Dated,1,20.32,29.21,,,2014,Acrylic / Paper,97,1/20/2015,2015,Saffron Art,
Akbar Padamsee,UNTITLED,2195,1640,2460,Signed and Dated,1,31.75,24.13,,,2002,Watercolor / Paper on board,98,1/20/2015,2015,Saffron Art,
Himmat Shah,UNTITLED,540,495,660,Signed and Dated,1,26.67,36.83,,,1969,Ink / Paper,99,1/20/2015,2015,Saffron Art,
Sakti Burman,UNTITLED,2300,2460,3280,Signed Lower Left,1,49.53,64.77,,,N/A,Watercolor / Paper,100,1/20/2015,2015,Saffron Art,
Ganesh Haloi,UNTITLED,1660,2460,3280,Signed and Dated,1,24.13,34.29,,,2006,Watercolor / Paper,101,1/20/2015,2015,Saffron Art,
Lalu Prasad Shaw,UNTITLED,5110,1150,1480,Signed and Dated,1,34.29,24.13,,,N/A,Pen and ink / Paper,102,1/20/2015,2015,Saffron Art,
Manu Parekh,BANARAS LANDSCAPE- I,5710,6560,9840,Signed and Dated,1,76.2,101.6,,,2011,Acrylic / Board,103,1/20/2015,2015,Saffron Art,
K Laxma Goud,UNTITLED,508,660,820,Signed and Dated,1,19.05,27.94,,,2002,Pen and ink / Paper,104,1/20/2015,2015,Saffron Art,
Thotha Vaikuntam,UNTITLED,1113,985,1315,Signed Lower Right,1,29.21,21.59,,,N/A,Charcoal on canvas pasted on mountboard,105,1/20/2015,2015,Saffron Art,
Nalini Malani,UNTITLED,2477,2460,3280,Signed and Dated,1,33.02,24.13,,,2007,Watercolor / Paper,106,1/20/2015,2015,Saffron Art,
Aditya Basak,UNTITLED,600,3280,4920,Unavailable,0,97.79,64.77,,,2010,Mixed Media / Paper,107,1/20/2015,2015,Saffron Art,
